name,desc,last_30_d,last_90_d,last_year,build_error
ssllabs-scan,This tool is a command-line client for the SSL Labs APIs,30,89,350,0
sslmate,Buy SSL certs from the command-line,22,114,619,0
sslscan,Test SSL/TLS enabled services to discover supported cipher suites,1156,2767,13045,0
sslsplit,Man-in-the-middle attacks against SSL encrypted network connections,30,104,640,0
sslyze,SSL scanner,588,1262,5824,0
ssss,Shamir's secret sharing scheme implementation,20,85,313,0
sstp-client,SSTP (Microsofts Remote Access Solution for PPP over SSL) client,846,1955,7156,0
st,Statistics from the command-line,93,283,782,0
standardese,Next-gen documentation generator for C++,12,26,67,0
stanford-corenlp,Java suite of core NLP tools,6,27,158,0
stanford-ner,Stanford NLP Group's implementation of a Named Entity Recognizer,3,10,48,0
stanford-parser,Statistical NLP parser,36,75,475,0
star,Standard tap archiver,42,99,414,0
starship,Cross-shell prompt for astronauts,12136,29253,95930,0
startup-notification,Reference implementation of startup notification protocol,18,52,80,0
staticcheck,State of the art linter for the Go programming language,90,189,307,0
statik,"Python-based, generic static web site generator aimed at developers",21,56,218,0
stdman,Formatted C++11/14/17 stdlib man pages from cppreference.com,8,115,164,0
stella,Atari 2600 VCS emulator,71,151,572,0
stellar-core,Backbone of the Stellar (XLM) network,12,30,151,0
step,Crypto and x509 Swiss-Army-Knife,369,1093,6039,0
stern,Tail multiple Kubernetes pods & their containers,5680,16391,34863,0
stgit,Manage Git commits as a stack of patches,38,87,456,0
stk,Sound Synthesis Toolkit,88,270,673,0
stlink,STM32 discovery line Linux programmer,523,1562,7820,0
stm32flash,Open source flash program for STM32 using the ST serial bootloader,45,122,412,0
stockfish,Strong open-source chess engine,448,1528,2765,0
stoken,Tokencode generator compatible with RSA SecurID 128-bit (AES),2943,9282,43515,0
stolon,Cloud native PostgreSQL manager for high availability,3,15,97,0
stone,TCP/IP packet repeater in the application layer,4,13,48,0
stone-soup,Dungeon Crawl Stone Soup: a roguelike game,48,136,475,0
storm,Distributed realtime computation system to process data streams,38,117,815,0
stormlib,Library for handling Blizzard MPQ archives,4,21,35,0
stormssh,Command-line tool to manage your ssh connections,308,831,2553,0
stormssh-completion,Completion for storm-ssh,11,55,307,0
stout,Reliable static website deploy tool,3,5,22,0
stow,Organize software neatly under a single directory tree (e.g. /usr/local),622,1830,6591,0
strace,"Diagnostic, instructional, and debugging tool for the Linux kernel",0,0,0,0
streamlink,CLI for extracting streams from various websites to a video player,1806,6287,21974,0
streamripper,Separate tracks via Shoutcasts title-streaming,22,92,374,0
stress,Tool to impose load on and stress test a computer system,199,579,2202,0
stress-ng,Stress test a computer system in various selectable ways,240,775,3647,0
strongswan,VPN based on IPsec,349,1226,4429,0
structurizr-cli,Command-line utility for Structurizr,244,395,489,0
stubby,DNS privacy enabled stub resolver service based on getdns,69,169,1328,0
stunnel,SSL tunneling program,1137,3673,14206,0
stuntman,Implementation of the STUN protocol,36,93,363,0
style-check,Parses latex-formatted text in search of forbidden phrases,6,11,20,0
sub2srt,Convert subtitles from .sub to subviewer .srt format,4,12,50,0
subfinder,Subdomain discovery tool,40,105,386,0
subliminal,Library to search and download subtitles,80,309,1798,0
subnetcalc,IPv4/IPv6 subnet calculator,88,481,1574,0
subversion,Version control system designed to be a better CVS,20869,64650,198420,0
subversion@1.8,Version control system,111,321,1398,0
suil,Lightweight C library for loading and wrapping LV2 plugin UIs,70,194,463,0
suite-sparse,Suite of Sparse Matrix Software,10619,35615,217456,0
sundials,Nonlinear and differential/algebraic equations solver,7782,23141,83283,0
superlu,"Solve large, sparse nonsymmetric systems of equations",686,2699,5018,0
supermodel,Sega Model 3 arcade emulator,3,11,32,0
supertux,Classic 2D jump'n run sidescroller game,20,100,391,0
supervisor,Process Control System,1107,4009,13961,0
surfraw,Shell Users' Revolutionary Front Rage Against the Web,20,61,285,0
suricata,"Network IDS, IPS, and security monitoring engine",98,332,1311,0
svdlibc,C library to perform singular value decomposition,0,0,9,0
svg2pdf,Renders SVG images to a PDF file (using Cairo),44,120,611,0
svg2png,SVG to PNG converter,61,189,816,0
svgcleaner,Cleans your SVG files by removing unnecessary data,47,134,466,0
svgo,Nodejs-based tool for optimizing SVG vector graphics files,261,763,3470,0
svtplay-dl,Download videos from https://www.svtplay.se/,514,1509,4235,0
swagger-codegen,"Generate clients, server stubs, and docs from an OpenAPI spec",2415,7054,30716,0
swagger-codegen@2,"Generate clients, server stubs, and docs from an OpenAPI spec",279,937,3800,0
swagger2markup-cli,Swagger to AsciiDoc or Markdown converter,59,162,887,0
swaks,SMTP command-line test tool,317,1063,4260,0
swfmill,Processor of xml2swf and swf2xml,4,13,59,0
swftools,SWF manipulation and generation tools,67,205,866,0
swi-prolog,ISO/Edinburgh-style Prolog interpreter,2300,6959,20754,0
swift,High-performance system programming language,106,356,2558,0
swift-format,Formatting technology for Swift source code,133,556,1677,0
swift-protobuf,Plugin and runtime library for using protobuf with Swift,1580,5863,17481,0
swift-sh,Scripting with easy zero-conf dependency imports,106,432,979,0
swiftformat,Formatting tool for reformatting Swift code,3493,12848,51415,0
swiftgen,"Swift code generator for assets, storyboards, Localizable.strings, …",2045,6769,21153,0
swiftlint,Tool to enforce Swift style and conventions,10035,32405,149254,0
swiftplate,Cross-platform Swift framework templates from the command-line,0,0,91,0
swig,Generate scripting interfaces to C/C++ code,17086,45645,171086,0
swig@3,Generate scripting interfaces to C/C++ code,175,511,2818,0
swimat,Command-line tool to help format Swift code,70,224,294,0
switch-lan-play,Make you and your friends play games like in a LAN,77,270,716,0
switchaudio-osx,Change macOS audio source from the command-line,716,1458,4373,0
sword,Cross-platform tools to write Bible software,2,27,100,0
sxiv,Simple X Image Viewer,70,271,762,0
syck,Extension for reading and writing YAML,3,9,27,0
sylpheed,"Simple, lightweight email-client",33,136,287,0
sync_gateway,Make Couchbase Server a replication endpoint for Couchbase Lite,5,11,80,0
syncthing,Open source continuous file synchronization application,3005,7446,28763,0
synfig,Command-line renderer,40,125,308,0
synscan,Asynchronous half-open TCP portscanner,1,7,44,0
syntaxerl,Syntax checker for Erlang code and config files,25,32,77,0
sysbench,System performance benchmark tool,1131,2313,7563,0
sysdig,System-level exploration and troubleshooting tool,116,461,4106,0
systemc,Core SystemC language and examples,25,77,261,0
sz81,ZX80/81 emulator,2,5,12,0
szip,Implementation of extended-Rice lossless compression algorithm,17032,50597,187659,0
t-completion,Completion for CLI power tool for Twitter,4,10,44,0
t-rec,Blazingly fast terminal recorder that generates animated gif images for the web,71,267,267,0
t1lib,C library to generate/rasterize bitmaps from Type 1 fonts,4,16,57,0
t1utils,Command-line tools for dealing with Type 1 fonts,12,90,280,0
ta-lib,Tools for market analysis,2041,5105,15562,0
tag,Manipulate and query tags on macOS files,148,470,1947,0
taglib,Audio metadata library,2321,6550,26623,0
tailor,Cross-platform static analyzer and linter for Swift,157,438,2457,0
takt,Text-based music programming language,2,5,13,0
taktuk,Deploy commands to (a potentially large set of) remote nodes,1,8,19,0
tal,Align line endings if they match,7,22,47,0
talisman,Tool to detect and prevent secrets from getting checked in,27,126,427,0
talloc,"Hierarchical, reference-counted memory pool with destructors",1785,3555,10178,0
tanka,"Flexible, reusable and concise configuration for Kubernetes using Jsonnet",221,542,1318,0
tarantool,In-memory database and Lua application server,139,506,1479,0
tarsnap,Online backups for the truly paranoid,56,142,612,0
tarsnap-gui,Cross-platform GUI for the Tarsnap command-line client,5,18,66,0
tarsnapper,Tarsnap wrapper which expires backups using a gfs-scheme,4,16,55,0
task,Feature-rich console based todo list manager,2339,3293,7750,0
task-spooler,Batch system to run tasks one after another,70,178,346,0
taskd,Client-server synchronization for todo lists,54,149,732,0
taskell,Command-line Kanban board/task manager with support for Trello,22,113,1131,0
tasksh,Shell wrapper for Taskwarrior commands,299,934,1987,0
taskwarrior-tui,Terminal user interface for taskwarrior,651,1022,1228,0
tass64,Multi pass optimizing macro assembler for the 65xx series of processors,11,19,61,0
tbb,Rich and complete approach to parallelism in C++,17217,61714,270907,0
tbox,Glib-like multi-platform C library,12,17,29,0
tcc,Tiny C compiler,34,131,533,0
tccutil,Utility to modify the macOS Accessibility Database (TCC.db),235,448,2147,0
tcl-tk,Tool Command Language,638433,792986,877834,0
tclap,Templatized C++ command-line parser library,79,164,449,0
tcpdump,Command-line packet analyzer,1174,3138,8147,0
tcpflow,TCP/IP packet demultiplexer,309,862,4004,0
tcping,TCP connect to the given IP/port combo,451,1379,7242,0
tcpkali,High performance TCP and WebSocket load generator and sink,37,99,383,0
tcpreplay,Replay saved tcpdump files at arbitrary speeds,291,960,5112,0
tcpsplit,Break a packet trace into some number of sub-traces,4,12,46,0
tcpstat,Active TCP connections monitoring tool,25,53,214,0
tcptrace,Analyze tcpdump output,145,444,2133,0
tcptraceroute,Traceroute implementation using TCP packets,881,2405,13587,0
tcptunnel,TCP port forwarder,14,40,141,0
tcsh,"Enhanced, fully compatible version of the Berkeley C shell",90,400,1033,0
tctl,Temporal CLI (tctl),88,103,103,0
td,Your todo list in your terminal,10,26,115,0
tdkjs,Tixte Development Kit,5,6,16,0
tdlib,Cross-platform library for building Telegram clients,68,238,573,0
tealdeer,Very fast implementation of tldr in Rust,164,442,2147,0
teapot,Table editor and planner,1,8,42,0
tectonic,"Modernized, complete, self-contained TeX/LaTeX engine",181,988,2808,0
tee-clc,Microsoft Team Explorer Everywhere command-line Client,125,390,2202,0
teem,Libraries for scientific raster data,1,10,44,0
teensy_loader_cli,Command-line integration for Teensy USB development boards,818,2430,8566,0
tektoncd-cli,CLI for interacting with TektonCD,348,919,2080,0
teleconsole,Free service to share your terminal session with people you trust,24,62,273,0
telegraf,Server-level metric gathering agent for InfluxDB,1289,3874,16815,0
telegram-cli,Command-line interface for Telegram,198,471,1950,0
teleport,Modern SSH server for teams managing distributed infrastructure,761,2596,8528,0
telnet,User interface to the TELNET protocol,34182,99190,502262,0
telnetd,TELNET server,105,306,1652,0
template-glib,GNOME templating library for GLib,3,14,237,0
temporal_tables,Temporal Tables PostgreSQL Extension,16,32,89,0
tendermint,BFT state machine replication for applications in any programming languages,14,76,76,0
tengo,Fast script language for Go,0,8,73,0
tenyr,32-bit computing environment (including simulated CPU),1,18,28,0
tepl,GNOME Text Editor Product Line,1888,6558,23411,0
term,Open terminal in specified directory (and optionally run command),8,25,99,0
termbox,Library for writing text-based user interfaces,4,15,92,0
termcolor,Header-only C++ library for printing colored messages,19,69,166,0
terminal-notifier,Send macOS User Notifications from the command-line,1834,5186,23221,0
termius,CLI tool for termius.com (aka serverauditor.com),248,1027,2670,0
termrec,Record videos of terminal output,0,7,58,0
termshare,Interactive or view-only terminal sharing via client or web,1,7,21,0
termshark,"Terminal UI for tshark, inspired by Wireshark",150,472,1402,0
termtosvg,Record terminal sessions as SVG animations,32,153,1047,0
terracognita,Reads from existing Cloud Providers and generates Terraform code,28,60,60,0
terraform,"Tool to build, change, and version infrastructure",38681,104737,442861,0
terraform-docs,Tool to generate documentation from Terraform modules,1748,3863,17093,0
terraform-inventory,Terraform State → Ansible Dynamic Inventory,56,179,1003,0
terraform-ls,Terraform Language Server,247,743,1362,0
terraform-provider-libvirt,Terraform provisioning with Linux KVM using libvirt,21,94,313,0
terraform-provisioner-ansible,Ansible provisioner for Terraform,0,0,174,0
terraform@0.11,"Tool to build, change, and version infrastructure",438,1203,7439,0
terraform@0.12,"Tool to build, change, and version infrastructure",2312,5568,14545,0
terraform@0.13,"Tool to build, change, and version infrastructure",2288,5406,5406,0
terraform_landscape,Improve Terraform's plan output,798,2220,6657,0
terraformer,CLI tool to generate terraform files from existing infrastructure,673,2226,7445,0
terraforming,"Export existing AWS resources to Terraform style (tf, tfstate)",116,302,1312,0
terragrunt,Thin wrapper for Terraform e.g. for locking state,5998,13231,60309,0
terrahelp,Tool providing extra functionality for Terraform,9,28,196,0
terrahub,Terraform automation and orchestration tool,120,218,502,0
terrascan,Detect compliance and security violations across Infrastructure as Code,309,584,793,0
tesseract,OCR (Optical Character Recognition) engine,49884,154079,698679,0
tesseract-lang,Enables extra languages support for Tesseract,1298,3781,16493,0
testdisk,Powerful free data recovery utility,2685,7936,31194,0
testssl,Tool which checks for the support of TLS/SSL ciphers and flaws,443,2171,6204,0
texapp,App.net client based on TTYtter,1,9,20,0
texi2html,Convert TeXinfo files to HTML,671,2354,23312,0
texinfo,Official documentation format of the GNU project,6332,17435,66881,0
texlab,Implementation of the Language Server Protocol for LaTeX,87,248,674,0
texmath,Haskell library for converting LaTeX math to MathML,27,94,234,0
textql,Executes SQL across text files,31,94,523,0
tfenv,Terraform version manager inspired by rbenv,10859,20255,58890,0
tflint,Linter for Terraform files,4536,12645,44102,0
tfsec,Static analysis powered security scanner for your terraform code,2056,3878,4751,0
tgenv,Terragrunt version manager inspired by tfenv,242,317,322,0
tgif,Xlib-based interactive 2D drawing tool,91,190,384,0
tgui,GUI library for use with sfml,11,29,107,0
thanos,Highly available Prometheus setup with long term storage capabilities,30,72,320,0
the_platinum_searcher,Multi-platform code-search similar to ack and ag,85,273,1201,0
the_silver_searcher,Code-search similar to ack,4869,14054,58406,0
thefuck,Programmatically correct mistyped console commands,4436,16368,71420,0
theharvester,Gather materials from public sources (for pen testers),478,1477,3542,0
theora,Open video compression format,42659,128801,531323,0
thors-serializer,Declarative serialization library (JSON/YAML) for C++,29,34,119,0
thrax,Tools for compiling grammars into finite state transducers,0,5,5,0
thrift,Framework for scalable cross-language services development,1972,5822,26804,0
thrift@0.9,Framework for scalable cross-language services development,421,1220,4881,0
thrulay,Measure performance of a network,0,4,10,0
tidy-html5,"Granddaddy of HTML tools, with support for modern standards",22539,62835,252035,0
tidyp,Validate and modify HTML,4,24,409,0
tiff2png,TIFF to PNG converter,13,27,122,0
tig,Text interface for Git repositories,5454,16020,76065,0
tiger-vnc,"High-performance, platform-neutral implementation of VNC",508,1616,5681,0
tika,Content analysis toolkit,123,450,2137,0
tile38,"In-memory geolocation data store, spatial index, and realtime geofence",51,130,698,0
timedog,Lists files that were saved by a backup of the macOS Time Machine,17,39,152,0
timelimit,Limit a process's absolute execution time,12,36,191,0
timewarrior,Command-line time tracking application,131,457,2628,0
timidity,Software synthesizer,165,517,2157,0
tin,"Threaded, NNTP-, and spool-based UseNet newsreader",21,85,226,0
tinc,Virtual Private Network (VPN) tool,73,198,968,0
tintin,MUD client,110,424,2049,0
tiny-fugue,Programmable MUD client,24,60,294,0
tinycdb,Create and read constant databases,33,94,551,0
tinyproxy,HTTP/HTTPS proxy for POSIX systems,123,352,1440,0
tinysvm,Support vector machine library for pattern recognition,2,12,49,0
tinyxml,XML parser,1264,3831,12951,0
tinyxml2,Improved tinyxml (in memory efficiency and size),1873,5669,19589,0
tio,Simple TTY terminal I/O application,51,124,302,0
tippecanoe,Build vector tilesets from collections of GeoJSON features,191,542,2691,0
titan-server,Distributed graph database,1,4,20,0
titlecase,Script to convert text to title case,9,22,71,0
tivodecode,Convert .tivo to .mpeg,4,12,35,0
tj,Line timestamping tool,0,0,11,0
tkdiff,Graphical side by side diff utility,319,1129,2923,0
tldr,Simplified and community-driven man pages,2723,7820,32364,0
tlx,"Collection of Sophisticated C++ Data Structures, Algorithms and Helpers",31,76,190,0
tm,TriggerMesh CLI to work with knative objects,11,18,18,0
tmate,Instant terminal sharing,1105,3492,14434,0
tmpreaper,Clean up files in directories based on their age,3,23,54,0
tmpwatch,Find and remove files not accessed in a specified time,11,29,107,0
tmux,Terminal multiplexer,36473,137744,565358,0
tmux-mem-cpu-load,"CPU, RAM memory, and load monitor for use with tmux",69,197,830,0
tmux-xpanes,Ultimate terminal divider powered by tmux,249,657,3316,0
tmuxinator,Manage complex tmux sessions easily,888,3148,11543,0
tmuxinator-completion,Shell completion for Tmuxinator,72,345,2033,0
tmx,Portable C library to load tiled maps in your games,12,27,67,0
tnef,Microsoft MS-TNEF attachment unpacker,35,83,413,0
tnftp,NetBSD's FTP client,671,2045,10431,0
tnftpd,NetBSD's FTP server,144,419,2456,0
toast,Tool for running tasks in containers,3,33,133,0
todo-txt,"Minimal, todo.txt-focused editor",223,738,3290,0
todoman,Simple CalDAV-based todo manager,9,52,151,0
tofrodos,"Converts DOS <-> UNIX text files, alias tofromdos",20,83,366,0
toilet,Color-based alternative to figlet (uses libcaca),220,669,2183,0
tokei,"Program that allows you to count code, quickly",1851,4235,14391,0
tokyo-cabinet,Lightweight database library,1013,2967,12760,0
tokyo-dystopia,Lightweight full-text search system,0,4,6,0
tomcat,Implementation of Java Servlet and JavaServer Pages,5977,18495,70824,0
tomcat-native,Lets Tomcat use some native resources for performance,223,616,2449,0
tomcat@7,Implementation of Java Servlet and JavaServer Pages,628,1790,8028,0
tomcat@8,Implementation of Java Servlet and JavaServer Pages,1279,4184,16712,0
tomee-plume,Apache TomEE Plume,1,12,117,0
tomee-plus,"Everything in TomEE Web Profile and JAX-RS, plus more",7,30,231,0
tomee-webprofile,All-Apache Java EE 7 Web Profile stack,2,12,56,0
toot,Mastodon CLI & TUI,5,29,112,0
topgit,Git patch queue manager,0,2,36,0
topgrade,Upgrade all the things,2350,7261,22353,0
tor,Anonymizing overlay network for TCP,5257,15959,56892,0
torchvision,"Datasets, transforms, and models for computer vision",30,158,272,0
torrentcheck,Command-line torrent viewer and hash checker,0,3,72,0
torsocks,Use SOCKS-friendly applications with Tor,1191,3118,12837,0
tox,Generic Python virtualenv management and test command-line tool,1513,2928,10682,0
tpl,Store and retrieve binary data in C,3,9,25,0
tpp,Ncurses-based presentation tool,9,27,126,0
trace2html,Utility from Google Trace Viewer to convert JSON traces to HTML,5,16,97,0
tracebox,Middlebox detection tool,14,105,216,0
tractorgen,Generates ASCII tractor art,0,1,8,0
trader,Star Traders,21,27,54,0
traefik,Modern reverse proxy,414,1132,3576,0
traefik@1,Modern reverse proxy (v1.7),10,19,85,0
trafficserver,HTTP/1.1 compliant caching proxy server,6,50,231,0
trafshow,Continuous network traffic display,36,95,350,0
traildb,Blazingly-fast database for log-structured data,2,13,35,0
trailscraper,Tool to get valuable information out of AWS CloudTrail,9,40,147,0
transcrypt,Configure transparent encryption of files in a Git repo,79,254,1058,0
translate-shell,Command-line translator using Google Translate and more,295,831,4054,0
translate-toolkit,Toolkit for localization engineers,288,722,2290,0
transmission-cli,Lightweight BitTorrent client,1631,4675,15883,0
trash,CLI tool that moves files or folder to the trash,1153,3308,12130,0
trash-cli,Command-line interface to the freedesktop.org trashcan,236,1342,2956,0
travis,Command-line client for Travis CI,1104,4209,18003,0
tre,"Lightweight, POSIX-compliant regular expression (regex) library",45,135,618,0
tre-command,"Tree command, improved",8,44,200,0
trec_eval,Evaluation software used in the Text Retrieval Conference,1,8,8,0
tree,Display directories as trees (with optional color/HTML output),27000,73970,302501,0
tree-sitter,Parser generator tool and incremental parsing library,2588,6294,7111,0
treecc,Aspect-oriented approach to writing compilers,0,8,16,0
treefrog,High-speed C++ MVC Framework for Web Application,8,19,96,0
trezor-agent,"Hardware SSH/GPG agent for Trezor, Keepkey & Ledger",33,63,261,0
triangle,Convert images to computer generated art using Delaunay triangulation,5,31,205,0
trimage,Cross-platform tool for optimizing PNG and JPG files,32,102,362,0
triton,Joyent Triton CLI,30,51,143,0
truecrack,Brute-force password cracker for TrueCrypt,10,41,213,0
truffle,"Development environment, testing framework and asset pipeline for Ethereum",68,68,68,0
truncate,Truncates a file to a given size,383,1078,4165,0
trunk,"Build, bundle & ship your Rust WASM application to the web",34,60,114,0
tsung,"Load testing for HTTP, PostgreSQL, Jabber, and others",78,183,739,0
tta,Lossless audio codec,4,9,20,0
ttf2eot,Convert TTF files to EOT,9,36,128,0
ttf2pt1,True Type Font to Postscript Type 1 converter,5,20,82,0
ttfautohint,Auto-hinter for TrueType fonts,279,869,4364,0
tth,TeX/LaTeX to HTML converter,3,17,114,0
tty-clock,Digital clock in ncurses,104,366,1356,0
tty-share,Terminal sharing over the Internet,28,110,291,0
tty-solitaire,Ncurses-based klondike solitaire game,17,44,210,0
ttyd,Command-line tool for sharing terminal over the web,119,486,1501,0
ttygif,Converts a ttyrec file into gif files,115,300,1758,0
ttyplot,Realtime plotting utility for terminal with data input from stdin,16,44,168,0
ttyrec,Terminal interaction recorder and player,135,322,1410,0
tundra,Code build system that tries to be fast for incremental builds,5,20,76,0
tunnel,Expose local servers to the internet securely,9,30,257,0
tup,File-based build system,36,106,481,0
tvnamer,Automatic TV episode file renamer that uses data from thetvdb.com,24,154,893,0
twarc,Command-line tool and Python library for archiving Twitter JSON,64,301,1188,0
tweak,"Command-line, ncurses library based hex editor",3,11,47,0
twemcache,Twitter fork of memcached,2,6,17,0
twine-pypi,Utilities for interacting with PyPI,243,662,2725,0
two-lame,Optimized MPEG Audio Layer 2 (MP2) encoder,159,481,2429,0
twoping,Ping utility to determine directional packet loss,11,32,292,0
twtxt,"Decentralised, minimalist microblogging service for hackers",14,37,88,0
txr,"Original, new programming language for convenient data munging",61,100,296,0
txt2tags,Conversion tool to generating several file formats,7,29,228,0
typescript,Language for application scale JavaScript development,2783,8287,31238,0
typespeed,Zap words flying across the screen by typing them correctly,23,81,394,0
u-boot-tools,Universal boot loader,203,430,1680,0
uade,Play Amiga tunes through UAE emulation,8,14,42,0
ubertooth,Host tools for Project Ubertooth,81,253,1080,0
ucg,Tool for searching large bodies of source code (like grep),3,5,19,0
uchardet,Encoding detector library,3944,11689,54897,0
ucl,Data compression library with small memory footprint,906,1751,2262,0
ucloud,Official tool for managing UCloud services,5,22,152,0
ucommon,"GNU C++ runtime library for threads, sockets, and parsing",4,14,39,0
ucon64,ROM backup tool and emulator's Swiss Army knife program,10,32,93,0
ucspi-tcp,Tools for building TCP client-server applications,116,358,1652,0
udis86,Minimalistic disassembler library for x86,0,6,19,0
udns,DNS resolver library,1,16,117,0
udptunnel,Tunnel UDP packets over a TCP connection,4,35,121,0
udpxy,UDP-to-HTTP multicast traffic relay daemon,4,9,50,0
udunits,Unidata unit conversion library,915,1983,5957,0
ufraw,Unidentified Flying RAW: RAW image processing utility,1013,3001,11552,0
uftp,"Secure, reliable, efficient multicast file transfer program",31,95,679,0
uggconv,Universal Game Genie code converter,2,6,16,0
ugrep,"Ultra fast grep with query UI, fuzzy search, archive search, and more",495,965,1621,0
uhd,Hardware driver for all USRP devices,807,2998,8760,0
ultralist,Simple GTD-style task management for the command-line,69,303,2173,0
um,Command-line utility for creating and maintaining personal man pages,7,22,93,0
umlet,This UML tool aimed at providing a fast way of creating UML diagrams,81,236,1022,0
unac,C library and command that removes accents from a string,9,35,127,0
unar,Command-line unarchiving tools supporting multiple formats,577,1790,7890,0
unarj,ARJ file archiver,9,36,167,0
unbound,"Validating, recursive, caching DNS resolver",208217,703652,2322928,0
uncrustify,Source code beautifier,493,1814,9285,0
ungit,Easiest way to use Git. On any platform. Anywhere,66,322,1308,0
uni,Unicode database query tool for the command-line,29,104,274,0
uni2ascii,Bi-directional conversion between UTF-8 and various ASCII flavors,55,140,511,0
unibilium,Very basic terminfo library,15406,47206,110639,0
unicorn,Lightweight multi-architecture CPU emulation framework,143,684,2358,0
unifdef,Selectively process conditional C preprocessor directives,4,9,107,0
unison,File synchronization tool for OSX,1430,4553,17205,0
unittest,C++ Unit Test Framework,7,17,108,0
unittest-cpp,Unit testing framework for C++,27,67,217,0
uniutils,Manipulate and analyze Unicode text,9,19,81,0
unixodbc,ODBC 3 connectivity for UNIX,57527,179555,612284,0
unnethack,Fork of Nethack,10,32,175,0
unoconv,Convert between any document format supported by OpenOffice,301,1151,5238,0
unp,Unpack everything with one command,31,86,220,0
unpaper,Post-processing for scanned/photocopied books,1474,4542,13877,0
unrtf,RTF to other formats converter,131,351,1888,0
unshield,Extract files from InstallShield cabinet files,22,84,485,0
unum,"Interconvert numbers, Unicode, and HTML/XHTML entities",2,12,65,0
unyaffs,Extract files from a YAFFS2 filesystem image,7,19,79,0
unzip,Extraction utility for .zip compressed archives,4050,10712,28344,0
up,Tool for writing command-line pipes with instant live preview,65,231,709,0
upscaledb,Database for embedded devices,1,7,97,0
uptimed,Utility to track your highest uptimes,8,34,200,0
uptoc,Convenient static file deployment tool that supports multiple platforms,3,5,35,0
upx,Compress/expand executable files,7614,19610,28166,0
urdfdom,Unified Robot Description Format (URDF) parser,994,3176,11900,0
urdfdom_headers,Headers for Unified Robot Description Format (URDF) parsers,996,3170,11416,0
urh,Universal Radio Hacker,52,186,700,0
uriparser,URI parsing library (strictly RFC 3986 compliant),49,159,925,0
urlview,URL extractor/launcher,149,814,1966,0
uru,Use multiple rubies on multiple platforms,2,11,22,0
urweb,Ur/Web programming language,1,14,137,0
usb.ids,"Repository of vendor, device, subsystem and device class IDs used in USB devices",3017,5168,10715,0
usbredir,USB traffic redirection library,726,2057,8863,0
userspace-rcu,Library for userspace RCU (read-copy-update),60,188,1369,0
utf8cpp,UTF-8 with C++ in a Portable Way,10546,29703,29703,0
utf8proc,Clean C library for processing UTF-8 Unicode data,56485,230573,618986,0
util-linux,Collection of Linux utilities,573,1828,6303,0
util-macros,X.Org: Set of autoconf macros used to build other xorg packages,757,2331,2496,0
utimer,Multifunction timer tool,6,30,160,0
uudeview,Smart multi-file multi-part decoder,13,34,110,0
uutils-coreutils,Cross-platform Rust rewrite of the GNU coreutils,35,67,154,0
uwsgi,Full stack for building hosting services,371,1317,4748,0
v,Z for vim,85,217,756,0
v2ray,Platform for building proxies to bypass network restrictions,624,1709,1710,0
v2ray-plugin,SIP003 plugin based on v2ray for shadowsocks,31,137,615,0
v8,Google's JavaScript engine,3169,9650,43943,0
v8@3.15,Google's open source JavaScript engine,2168,5874,27034,0
vagrant-completion,Bash completion for Vagrant,468,3259,13637,0
vala,Compiler for the GObject type system,12509,38860,164477,0
valabind,"Vala bindings for radare, reverse engineering framework",17,165,446,0
vale,Syntax-aware linter for prose,633,1971,4458,0
valgrind,"Dynamic analysis tools (memory, debug, profiling)",1227,2178,4528,0
vamp-plugin-sdk,Audio processing plugin system sdk,20,69,476,0
vapor,Command-line tool for Vapor (Server-side Swift web framework),843,2771,6141,0
vapoursynth,Video processing framework with simplicity in mind,3480,17107,73921,0
vapoursynth-imwri,VapourSynth filters - ImageMagick HDRI writer/reader,257,545,1599,0
vapoursynth-ocr,VapourSynth filters - Tesseract OCR filter,38,318,1218,0
vapoursynth-sub,VapourSynth filters - Subtitling filter,109,555,1951,0
varnish,High-performance HTTP accelerator,189,507,2610,0
vassh,Vagrant Host-Guest SSH Command Wrapper/Proxy/Forwarder,1,4,18,0
vault,"Secures, stores, and tightly controls access to secrets",8664,22759,110781,0
vault-cli,Subversion-like utility to work with Jackrabbit FileVault,399,818,3257,0
vaulted,Allows the secure storage and execution of environments,33,88,590,0
vavrdiasm,8-bit Atmel AVR disassembler,0,2,10,0
vbindiff,Visual Binary Diff,246,687,2686,0
vc,SIMD Vector Classes for C++,1,18,18,0
vc4asm,Macro assembler for Broadcom VideoCore IV aka Raspberry Pi GPU,1,5,25,0
vcdimager,(Super) video CD authoring solution,1,8,25,0
vcftools,Tools for working with VCF files,107,249,1026,0
vcpkg,C++ Library Manager,202,690,2029,0
vcprompt,Provide version control info in shell prompts,186,629,3381,0
vcs,Creates video contact sheets (previews) of videos,116,324,1080,0
vcsh,Config manager based on git,22,55,245,0
vde,Ethernet compliant virtual network,7695,28193,62748,0
vdirsyncer,Synchronize calendars and contacts,41,183,1047,0
veclibfort,GNU Fortran compatibility for Apple's vecLib,536,1932,9567,0
vecx,Vectrex emulator,1,7,9,0
vegeta,HTTP load testing tool and library,696,2098,12840,0
velero,Disaster recovery for Kubernetes resources and persistent volumes,1138,2107,9826,0
vera++,Programmable tool for C++ source code,126,306,727,0
vercel-cli,Command-line interface for Vercel,325,496,496,0
verilator,Verilog simulator,279,1001,3769,0
vert,Command-line version testing,4,9,20,0
vert.x,Toolkit for building reactive applications on the JVM,208,508,2401,0
